FWN;FALSE;FALSE;FALSE;;FALSE
parimatch;FALSE;FALSE;FALSE;;FALSE
dplay-funtech;FALSE;FALSE;FALSE;;FALSE
WIZ;FALSE;FALSE;FALSE;;FALSE
bc-game-live;FALSE;FALSE;FALSE;;FALSE
LHN;TRUE;FALSE;FALSE;;FALSE
LHN-DE;TRUE;FALSE;FALSE;;FALSE
LL-UK;TRUE;FALSE;FALSE;;TRUE
LL;TRUE;FALSE;FALSE;;FALSE
LL1;TRUE;FALSE;FALSE;;FALSE
LL1-DE;TRUE;FALSE;FALSE;;FALSE
VMG;TRUE;FALSE;FALSE;;FALSE
VRC;TRUE;FALSE;FALSE;;FALSE
VGC;TRUE;FALSE;FALSE;;FALSE
VUC;TRUE;FALSE;FALSE;;FALSE
VG;TRUE;FALSE;FALSE;;FALSE
VAC;TRUE;FALSE;FALSE;;FALSE
VMO;TRUE;FALSE;FALSE;;FALSE
VSP;TRUE;FALSE;FALSE;;FALSE
VSL;TRUE;FALSE;FALSE;;FALSE
VOC;TRUE;FALSE;FALSE;;FALSE
VW;TRUE;FALSE;FALSE;;FALSE
MGR;FALSE;FALSE;FALSE;;FALSE
galera.bet;FALSE;FALSE;FALSE;;FALSE
kayamoola;TRUE;FALSE;FALSE;;FALSE
xsuerte-new;FALSE;FALSE;FALSE;;FALSE
A6-UK;TRUE;FALSE;FALSE;;TRUE
A10-UK;TRUE;FALSE;FALSE;;TRUE
A16-UK;TRUE;FALSE;FALSE;;TRUE
A18-UK;TRUE;FALSE;FALSE;;TRUE
A21-UK;TRUE;FALSE;FALSE;;TRUE
A40-UK;TRUE;FALSE;FALSE;;TRUE
A55-UK;TRUE;FALSE;FALSE;;TRUE
A41-UK;TRUE;FALSE;FALSE;;TRUE
A57-UK;TRUE;FALSE;FALSE;;TRUE
A43-UK;TRUE;FALSE;FALSE;;TRUE
A48-UK;TRUE;FALSE;FALSE;;TRUE
A50-UK;TRUE;FALSE;FALSE;;TRUE
A92-UK;TRUE;FALSE;FALSE;;TRUE
A93-UK;TRUE;FALSE;FALSE;;TRUE
A5-UK;TRUE;FALSE;FALSE;;TRUE
A64-UK;TRUE;FALSE;FALSE;;TRUE
A65-UK;TRUE;FALSE;FALSE;;TRUE
A03-UK;TRUE;FALSE;FALSE;;TRUE
A66-UK;TRUE;FALSE;FALSE;;TRUE
A05-UK;TRUE;FALSE;FALSE;;TRUE
A106-UK;TRUE;FALSE;FALSE;;TRUE
A71-UK;TRUE;FALSE;FALSE;;TRUE
A107-UK;TRUE;FALSE;FALSE;;TRUE
A72-UK;TRUE;FALSE;FALSE;;TRUE
A80-UK;TRUE;FALSE;FALSE;;TRUE
A112-UK;TRUE;FALSE;FALSE;;TRUE
A83-UK;TRUE;FALSE;FALSE;;TRUE
A113-UK;TRUE;FALSE;FALSE;;TRUE
A84-UK;TRUE;FALSE;FALSE;;TRUE
A109-UK;TRUE;FALSE;FALSE;;TRUE
A73-UK;TRUE;FALSE;FALSE;;TRUE
A74-UK;TRUE;FALSE;FALSE;;TRUE
A75-UK;TRUE;FALSE;FALSE;;TRUE
A76-UK;TRUE;FALSE;FALSE;;TRUE
A77-UK;TRUE;FALSE;FALSE;;TRUE
A62-UK;TRUE;FALSE;FALSE;;TRUE
A94-UK;TRUE;FALSE;FALSE;;TRUE
A95-UK;TRUE;FALSE;FALSE;;TRUE
A97-UK;TRUE;FALSE;FALSE;;TRUE
A63-UK;TRUE;FALSE;FALSE;;TRUE
A98-UK;TRUE;FALSE;FALSE;;TRUE
A34-UK;TRUE;FALSE;FALSE;;TRUE
A36-UK;TRUE;FALSE;FALSE;;TRUE
A37-UK;TRUE;FALSE;FALSE;;TRUE
A38-UK;TRUE;FALSE;FALSE;;TRUE
A39-UK;TRUE;FALSE;FALSE;;TRUE
A54-UK;TRUE;FALSE;FALSE;;TRUE
A06-UK;TRUE;FALSE;FALSE;;TRUE
A101-UK;TRUE;FALSE;FALSE;;TRUE
A68-UK;TRUE;FALSE;FALSE;;TRUE
A69-UK;TRUE;FALSE;FALSE;;TRUE
A104-UK;TRUE;FALSE;FALSE;;TRUE
A70-UK;TRUE;FALSE;FALSE;;TRUE
A60-UK;TRUE;FALSE;FALSE;;TRUE
A44-UK;TRUE;FALSE;FALSE;;TRUE
A90-UK;TRUE;FALSE;FALSE;;TRUE
A45-UK;TRUE;FALSE;FALSE;;TRUE
A61-UK;TRUE;FALSE;FALSE;;TRUE
A47-UK;TRUE;FALSE;FALSE;;TRUE
A89-UK;TRUE;FALSE;FALSE;;TRUE
A110-UK;TRUE;FALSE;FALSE;;TRUE
A1-UK;TRUE;FALSE;FALSE;;TRUE
A2-UK;TRUE;FALSE;FALSE;;TRUE
A3-UK;TRUE;FALSE;FALSE;;TRUE
A116-UK;TRUE;FALSE;FALSE;;TRUE
os-gt-bahsege;FALSE;FALSE;FALSE;;FALSE
os-gt-bettilt;FALSE;FALSE;FALSE;;FALSE
os-gt-casinoslot;FALSE;FALSE;FALSE;;FALSE
os-gt-trbet;FALSE;FALSE;FALSE;;FALSE
hollandcasino;TRUE;FALSE;FALSE;;FALSE
plb-playbond;FALSE;FALSE;FALSE;;FALSE
MON;FALSE;FALSE;FALSE;;FALSE
